track,source,attraction,review_text,rating,review_date,reviewer_origin,lat,lon,url
city,Google Places,Fannie Bay Gaol,Fantastic free place. Dogs allowed on lead. The young man at the desk was very friendly and informative!,5,3 months ago,,,,
city,Google Places,Fannie Bay Gaol,"We used the Walking Tour App and it was excellent. This Tour is a MUST DO in Darwin...very sobering. The gaol itself does not look very spectacular from the photos, but the Audio Walking Tour brings even the most ordinary to life. The narration is high impact...research exact. The gorgeous location at Fannie Bay a surreal contrast. Memorable!",5,a month ago,,,,
city,Google Places,Fannie Bay Gaol,"It was worth a visit. I didn't have great expectations but was pleasantly surprised. Self guided tour is very informative with different stories of inmates along the way. Very primative considering is only closed in 1979. Free entry, donations welcomed but no pushed. Helpful friendly lady at admin.",5,a year ago,,,,
city,Google Places,Darwin Military Museum,"The Darwin Military Museum is a must-visit if you’re in Darwin! 🇦🇺✨ I found it fascinating because it really brings the city’s history to life, especially the events of 1942 during World War II.

Walking through the museum, you get to see an impressive collection of army trucks 🚛, uniforms 🎖️, and historic weapons 🔫. The displays are well set out and give you a real sense of what Darwin went through during the bombing raids. The multimedia presentations and exhibits make the history feel alive — it’s not just reading information, it’s like stepping back in time.

If you love history, the military, or just want to understand Darwin on a deeper level, this place is definitely worth the visit. 🙌",5,a week ago,,,,
city,Google Places,Darwin Military Museum,"WOW. This has to one of the best museums I have visited in a long time. The cinema was so great and the movie was very well made. Displays were also well worth the visit, and as someone coming from Europe, it was nice to see all the exhibits and get a view on the war from the other side of the world. We spent good well over two hours and we would definetely come again.
Thank you",5,a week ago,,,,
city,Google Places,Darwin Military Museum,"Wow! You need to stop here and allow a few hours! There is an interactive room that locks up and plays a re-enactment of the day Darwin was bombed; there is an interactive table which allows you to listen to first count stories and there are so many areas & stories to read and explore! So much thought has gone into this museum and it is well looked after. Plenty of parking, toilets and a tiny Cafe and gift shop. Well done to Norm & the staff. Will be taking all out Southern Visitors to share this exceptional experience.",5,3 months ago,,,,
city,Google Places,Darwin Military Museum,"Quite good if your ok with self guided. There was a lot to look at and the information was good but you need a fair amount of time to read everything.

The interactive screens are good and the show was informative but left out a lot of details, leaving you searching for more info.
I thought I would have a better understanding of the history leaving the theatre, but then found it in pieces while walking around the property.",4,5 months ago,,,,
city,Google Places,Darwin Military Museum,Awesome museum. Lots of cool displays and there's a huge outdoor area. Lots to learn from WWII and the defence members who were part of various wars.,5,a month ago,,,,
city,Google Places,Darwin Military Museum,"The Darwin Military Museum is a must-visit if you’re in Darwin! 🇦🇺✨ I found it fascinating because it really brings the city’s history to life, especially the events of 1942 during World War II.

Walking through the museum, you get to see an impressive collection of army trucks 🚛, uniforms 🎖️, and historic weapons 🔫. The displays are well set out and give you a real sense of what Darwin went through during the bombing raids. The multimedia presentations and exhibits make the history feel alive — it’s not just reading information, it’s like stepping back in time.

If you love history, the military, or just want to understand Darwin on a deeper level, this place is definitely worth the visit. 🙌",5,a week ago,,,,
city,Google Places,Darwin Military Museum,"WOW. This has to one of the best museums I have visited in a long time. The cinema was so great and the movie was very well made. Displays were also well worth the visit, and as someone coming from Europe, it was nice to see all the exhibits and get a view on the war from the other side of the world. We spent good well over two hours and we would definetely come again.
Thank you",5,a week ago,,,,
city,Google Places,Darwin Military Museum,"Wow! You need to stop here and allow a few hours! There is an interactive room that locks up and plays a re-enactment of the day Darwin was bombed; there is an interactive table which allows you to listen to first count stories and there are so many areas & stories to read and explore! So much thought has gone into this museum and it is well looked after. Plenty of parking, toilets and a tiny Cafe and gift shop. Well done to Norm & the staff. Will be taking all out Southern Visitors to share this exceptional experience.",5,3 months ago,,,,
city,Google Places,Darwin Military Museum,"Quite good if your ok with self guided. There was a lot to look at and the information was good but you need a fair amount of time to read everything.

The interactive screens are good and the show was informative but left out a lot of details, leaving you searching for more info.
I thought I would have a better understanding of the history leaving the theatre, but then found it in pieces while walking around the property.",4,5 months ago,,,,
city,Google Places,Darwin Military Museum,Awesome museum. Lots of cool displays and there's a huge outdoor area. Lots to learn from WWII and the defence members who were part of various wars.,5,a month ago,,,,
city,Google Places,Darwin Wave Lagoon,Great fun. Never too old to be a child. Grab a tube and bounce up and down with the waves. They’re pretty strong actually. Multiple lifeguards. They have lockers but bathrooms to change outside. Drink and snack stand. Waves start every 15 after and 15 till to give those a break to get in and out and just float or swim without the ups and downs.,5,a month ago,,,,
city,Google Places,Darwin Wave Lagoon,"Really fun for the kids and adults alike! Staff are friendly, there are lockers inside the fenced area for a fee (self-serving and only big enough for small bags), lounge chairs and some bench seats. No toilets or change rooms inside, you have to leave and go to the toilets near the beach lagoon. Your entry fee is for the whole day, just keep your wrist band on. Waves are every 15 minutes and last 15 minutes. Super fun and you can bring your own ring tube. There's a kiosk for drinks and food. A nice day out.",4,2 months ago,,,,
city,Google Places,Darwin Wave Lagoon,"Darwin Wave Lagoon is a great place to visit. Waves come every 15 minutes and last for 15 minutes. The area is clean, spacious, and well-maintained. The staff is really friendly and supportive. We had a wonderful time and really enjoyed it!",5,4 months ago,,,,
city,Google Places,Darwin Wave Lagoon,"We went for a dip on Saturday 15 February; unfortunately the wave machine wasn't working at 100% with repairs to be done on Monday 17 February *sad face*
There were still waves, but they weren't as big as possible.

Get to see the ladies ""dive for a diamond"" on Friday 14 February, A Hot 100 competition.

They also hold water aerobics on Dunday mornings from the wave pool.

Lost stars fue to repairs needing to be conducted.",3,7 months ago,,,,
city,Google Places,Darwin Wave Lagoon,"Great way to chill out by the pool , plenty of space and there are lounge chairs with umbrellas. Kiosk has barista coffee machine, variety of cold drinks and snacks. Friendly staff too. Aqua fit on Sunday mornings are great way to start your Sunday.",5,7 months ago,,,,
