review_id,Place name,Rating,original_review,sentence,lemma_sentence
130,Crocosaurus Cove,2.0,Was okay. We had done the Adelaide River Croc cruise before arriving in Darwin and found it a little sad that the crocs were in small pens. We know that a couple of them are there for a reason but we really didn’t enjoy seeing them like that. Feeding show wasn’t great either. Think seeing them feed in their own habitat may have jaded our opinion.,was okay we had done the adelaide river croc cruise before arriving in darwin and found it a little sad that the crocs were in small pens we know that a couple of them are there for a reason but we really didnt enjoy seeing them like that feeding show wasnt great either think seeing them feed in their own habitat may have jaded our opinion,be okay we have do the adelaide river croc cruise before arrive in darwin and find it a little sad that the crocs be in small pen we know that a couple of them be there for a reason but we really didnt enjoy see them like that feed show wasnt great either think see them fee in their own habitat may have jade our opinion
131,Kakadu National Park,3.0,To be honest very disappointed Expected something special for me it wasn’t,to be honest very disappointed expected something special for me it wasnt,to be honest very disappointed expect something special for me it wasnt
132,Kakadu National Park,3.0,"When you buy a Park pass, check to see what parts of the park are open. Many of the major sections and billabongs were closed during our visit. It was a bit frustrating not knowing this information when we purchased our pass online.",when you buy a park pass check to see what parts of the park are open many of the major sections and billabongs were closed during our visit it was a bit frustrating not knowing this information when we purchased our pass online,when you buy a park pas check to see what part of the park be open many of the major section and billabong be close during our visit it be a bit frustrate not know this information when we purchase our pas online
133,Kakadu National Park,3.0,"So sad so many places in kakadu are closed. We came a long way to experience this beautiful place, have to just dream about it. Enjoying camping anyway",so sad so many places in kakadu are closed we came a long way to experience this beautiful place have to just dream about it enjoying camping anyway,so sad so many place in kakadu be close we come a long way to experience this beautiful place have to just dream about it enjoy camp anyway
134,Kakadu National Park,3.0,"A little overrated, a long distance to travel to with not much to see. If you are limited for time Lichfield NP is more worthwhile",a little overrated a long distance to travel to with not much to see if you are limited for time lichfield np is more worthwhile,a little overrate a long distance to travel to with not much to see if you be limit for time lichfield np be more worthwhile
135,Kakadu National Park,3.0,"A major disappointment .
We finally made it back to Kakadu after 24 yrs since our first visit only to find all the falls and swimming holes closed and they have been since approximately 2019.
The sites that are open Ubirr , Nourlangie and Yellow waters have ammenities and infrastructure that is dated and worn.
Apparently National parks are not providing adequate funding and the traditional owners are closing access as a protest.
Such a same for this majestic place.
Simon",a major disappointment we finally made it back to kakadu after yrs since our first visit only to find all the falls and swimming holes closed and they have been since approximately the sites that are open ubirr nourlangie and yellow waters have ammenities and infrastructure that is dated and worn apparently national parks are not providing adequate funding and the traditional owners are closing access as a protest such a same for this majestic place simon,a major disappointment we finally make it back to kakadu after yr since our first visit only to find all the fall and swim hole close and they have be since approximately the site that be open ubirr nourlangie and yellow water have ammenities and infrastructure that be date and wear apparently national park be not provide adequate funding and the traditional owner be close access a a protest such a same for this majestic place simon
136,Kakadu National Park,3.0,"well, I actually thought it would be deferrent. due to the heat, the birds were nowhere to be found. a lot of the ereas burned, leaving many trails with no shade in nearly 40 degrees and humidity.",well i actually thought it would be deferrent due to the heat the birds were nowhere to be found a lot of the ereas burned leaving many trails with no shade in nearly degrees and humidity,well i actually think it would be deferrent due to the heat the bird be nowhere to be find a lot of the ereas burn leave many trail with no shade in nearly degree and humidity
137,Kakadu National Park,3.0,Not many level areas. Basic drop toilets.,not many level areas basic drop toilets,not many level area basic drop toilet
138,Kakadu National Park,3.0,"Yellow waters cruise was fantastic. However, the rest of Kakadu is overrated and expensive imo.",yellow waters cruise was fantastic however the rest of kakadu is overrated and expensive imo,yellow water cruise be fantastic however the rest of kakadu be overrate and expensive imo
139,Kakadu National Park,3.0,Camping in Kakadu in one of the NP camps was nice and quiet,camping in kakadu in one of the np camps was nice and quiet,camp in kakadu in one of the np camp be nice and quiet
140,Uluṟu-Kata Tjuṯa National Park,3.0,"Great park, but doesn't offer 1 day passes! Only 3 day ones. Very inconvenient as most tour in this area are for 5-6 days which means you have to buy 2 passes, or if only coming thru for a day, you get overcharged. Offer more options!",great park but doesnt offer day passes only day ones very inconvenient as most tour in this area are for days which means you have to buy passes or if only coming thru for a day you get overcharged offer more options,great park but doesnt offer day pass only day one very inconvenient a most tour in this area be for day which mean you have to buy pass or if only come thru for a day you get overcharge offer more option
141,Uluṟu-Kata Tjuṯa National Park,3.0,"Is it iconic? Yeah. Was it a beautiful spot? Yes. Was is it a once in a lifetime experience? I guess. Was it the best thing to see in any trip to Australia? No. And this is where my point lies. Ayers Rock is not the reason to visit Australia: in a 3-week trip to this beautiful country, it was the least impressive thing we saw. And the most expensive. Think about it. Are you willing to pay $600 roundtrip tickets to Ayers Rock from Sydney and spend over $400 a night in a monopoly of hotels whose rooms are worse than motels and also deal with thousands of flies that swarm on your face and clothes when you try to go on a hike? The site may be beautiful, but it is overhyped and overblown for what it really is: one rock in the middle of the desert. Is it a nice rock? Yeah, but it's not worth the price and compared to other beautiful sites in Australia (Twelve Apostles, the Blue Mountains, Cradle Mountain, Great Barrier Reef, Mountains around Cairns, Mt. Wellington, Hobart) it is on the same level of beauty, but less enjoyable to visit. Another misconception is that Uluru is the only place in Australia to see kangaroos in the wild. That is not true- there are 50 million kangaroos in that country and Ayers Rock might be one of the only places you can't see them in the country because they don't like the grass there. Just on the drive to the 12 Apostles from Melbourne, we saw a flock of Kangaroos. Also, there are plenty of them within an hours drive of Sydney. Ayers Rock is nice, but simply not as beautiful as the rest of Australia. If you go, just stay one or two nights. But don't make this rock the  sole reason to visit Australia or you will be very disappointed.",is it iconic yeah was it a beautiful spot yes was is it a once in a lifetime experience i guess was it the best thing to see in any trip to australia no and this is where my point lies ayers rock is not the reason to visit australia in a week trip to this beautiful country it was the least impressive thing we saw and the most expensive think about it are you willing to pay roundtrip tickets to ayers rock from sydney and spend over a night in a monopoly of hotels whose rooms are worse than motels and also deal with thousands of flies that swarm on your face and clothes when you try to go on a hike the site may be beautiful but it is overhyped and overblown for what it really is one rock in the middle of the desert is it a nice rock yeah but its not worth the price and compared to other beautiful sites in australia twelve apostles the blue mountains cradle mountain great barrier reef mountains around cairns mt wellington hobart it is on the same level of beauty but less enjoyable to visit another misconception is that uluru is the only place in australia to see kangaroos in the wild that is not true there are million kangaroos in that country and ayers rock might be one of the only places you cant see them in the country because they dont like the grass there just on the drive to the apostles from melbourne we saw a flock of kangaroos also there are plenty of them within an hours drive of sydney ayers rock is nice but simply not as beautiful as the rest of australia if you go just stay one or two nights but dont make this rock the sole reason to visit australia or you will be very disappointed,be it iconic yeah be it a beautiful spot yes be be it a once in a lifetime experience i guess be it the best thing to see in any trip to australia no and this be where my point lie ayers rock be not the reason to visit australia in a week trip to this beautiful country it be the least impressive thing we saw and the most expensive think about it be you willing to pay roundtrip ticket to ayers rock from sydney and spend over a night in a monopoly of hotel whose room be bad than motel and also deal with thousand of fly that swarm on your face and clothes when you try to go on a hike the site may be beautiful but it be overhyped and overblown for what it really be one rock in the middle of the desert be it a nice rock yeah but it not worth the price and compare to other beautiful site in australia twelve apostles the blue mountains cradle mountain great barrier reef mountains around cairn mt wellington hobart it be on the same level of beauty but less enjoyable to visit another misconception be that uluru be the only place in australia to see kangaroo in the wild that be not true there be million kangaroo in that country and ayers rock might be one of the only place you cant see them in the country because they dont like the grass there just on the drive to the apostle from melbourne we saw a flock of kangaroo also there be plenty of them within an hour drive of sydney ayers rock be nice but simply not as beautiful a the rest of australia if you go just stay one or two night but dont make this rock the sole reason to visit australia or you will be very disappointed
142,Litchfield National Park,3.0,"Worth a ride from Darwin but not from across the country. Natural swimming pools were nice, during summer holidays very overcrowded.",worth a ride from darwin but not from across the country natural swimming pools were nice during summer holidays very overcrowded,worth a ride from darwin but not from across the country natural swimming pool be nice during summer holiday very overcrowd
143,Litchfield National Park,3.0,"A pretty hot dry walk up to the top falls. Would be better with the lower falls open too, otherwise: could skip.",a pretty hot dry walk up to the top falls would be better with the lower falls open too otherwise could skip,a pretty hot dry walk up to the top fall would be good with the low fall open too otherwise could skip
144,Litchfield National Park,3.0,Allow time to travel between places of interest to view.,allow time to travel between places of interest to view,allow time to travel between place of interest to view
145,Litchfield National Park,3.0,"Litchfield is a nice day trip, it definitely doesn’t live up to its neighbour Kakadu.  The waterfalls and rockpools are nice.  Make sure you check what is open and not open. Also avoid during high season it is PACKED.  We didn’t even bother with Florence Falls because there were about 400 people there.  4 large tour buses and most of the car parks had NT plates so locals coming for a swim. Couldn’t even get a car park.

Buley Rockhole and Wangi were also overwhelmed with people.  Felt more like a public swimming pool, nothing peaceful or serene with that many people.",litchfield is a nice day trip it definitely doesnt live up to its neighbour kakadu the waterfalls and rockpools are nice make sure you check what is open and not open also avoid during high season it is packed we didnt even bother with florence falls because there were about people there large tour buses and most of the car parks had nt plates so locals coming for a swim couldnt even get a car park buley rockhole and wangi were also overwhelmed with people felt more like a public swimming pool nothing peaceful or serene with that many people,litchfield be a nice day trip it definitely doesnt live up to it neighbour kakadu the waterfall and rockpools be nice make sure you check what be open and not open also avoid during high season it be pack we didnt even bother with florence fall because there be about people there large tour bus and most of the car park have nt plate so local come for a swim couldnt even get a car park buley rockhole and wangi be also overwhelm with people felt more like a public swimming pool nothing peaceful or serene with that many people
146,Litchfield National Park,3.0,Plenty of walks and waterfalls to see. Swimming in the crystal clear waters under the Falls at most spots.Toilets at all sites but ensure you talk plenty of drinking water hat sunscreen and insect repellent.,plenty of walks and waterfalls to see swimming in the crystal clear waters under the falls at most spotstoilets at all sites but ensure you talk plenty of drinking water hat sunscreen and insect repellent,plenty of walk and waterfall to see swim in the crystal clear water under the fall at most spotstoilets at all site but ensure you talk plenty of drinking water hat sunscreen and insect repellent
147,Litchfield National Park,3.0,"We were a little underwhelmed on our recent visit to Litchfield Park after having heard so much about the area previously. Perhaps this was effected by the areas visited on the commercial tour bus service provided for our tour group. We visited a few quite nice waterfalls and swimming areas and saw fish being fed, but I'm sure there was a lot more to see from brochures I've read on this park. The bus driver, although a nice enough fella, was by no means a tour guide and had a very monotone voice with erratic content to the info provided.",we were a little underwhelmed on our recent visit to litchfield park after having heard so much about the area previously perhaps this was effected by the areas visited on the commercial tour bus service provided for our tour group we visited a few quite nice waterfalls and swimming areas and saw fish being fed but im sure there was a lot more to see from brochures ive read on this park the bus driver although a nice enough fella was by no means a tour guide and had a very monotone voice with erratic content to the info provided,we be a little underwhelmed on our recent visit to litchfield park after have heard so much about the area previously perhaps this be effect by the area visit on the commercial tour bus service provide for our tour group we visit a few quite nice waterfall and swim area and saw fish be feed but im sure there be a lot more to see from brochure ive read on this park the bus driver although a nice enough fella be by no mean a tour guide and have a very monotone voice with erratic content to the info provide
148,Litchfield National Park,3.0,"It is always a pleasure to visit Lichfield, new paths are good, toilets are clean and the ranger's are always a pleasure to talk to.",it is always a pleasure to visit lichfield new paths are good toilets are clean and the rangers are always a pleasure to talk to,it be always a pleasure to visit lichfield new path be good toilet be clean and the ranger be always a pleasure to talk to
149,Litchfield National Park,3.0,"Do NOT swim, even freshwater billabongs can have MAN-EATING CROCODILES lurking waiting to make a meal of you!",do not swim even freshwater billabongs can have maneating crocodiles lurking waiting to make a meal of you,do not swim even freshwater billabong can have maneating crocodile lurk wait to make a meal of you
150,Darwin Waterfront Precinct,3.0,"It's very touristy and priced accordingly, none of the restaurants are bad, they are all good, nothing I would call amazing. Ive eaten at a few of the places down here, I probably wouldn't come back at this point. But hey if you came in off the cruise ship and you have US$ you probably think it's great with the current exchange rate.",its very touristy and priced accordingly none of the restaurants are bad they are all good nothing i would call amazing ive eaten at a few of the places down here i probably wouldnt come back at this point but hey if you came in off the cruise ship and you have us you probably think its great with the current exchange rate,it very touristy and price accordingly none of the restaurant be bad they be all good nothing i would call amazing ive eaten at a few of the place down here i probably wouldnt come back at this point but hey if you come in off the cruise ship and you have u you probably think it great with the current exchange rate
151,Darwin Waterfront Precinct,3.0,"Great place to visit, lots to see",great place to visit lots to see,great place to visit lot to see
152,Cooinda Lodge Kakadu,3.0,Cooinda was the perfect location to stay for the yellow waters dawn cruise. However very expensive as they have the monopoly on accommodation. Food expensive also.  Very clean with beautiful gardens and 2 pools to swim.,cooinda was the perfect location to stay for the yellow waters dawn cruise however very expensive as they have the monopoly on accommodation food expensive also very clean with beautiful gardens and pools to swim,cooinda be the perfect location to stay for the yellow water dawn cruise however very expensive a they have the monopoly on accommodation food expensive also very clean with beautiful garden and pool to swim
153,Cooinda Lodge Kakadu,3.0,"Only stay here to get easy access to Yellow water cruise. Very expensive. Food was good, but staff run off their feet,
Amenities quite basic, not worth the price you pay, but still a good choice to stay here to catch our cruise and not needing to drive at night",only stay here to get easy access to yellow water cruise very expensive food was good but staff run off their feet amenities quite basic not worth the price you pay but still a good choice to stay here to catch our cruise and not needing to drive at night,only stay here to get easy access to yellow water cruise very expensive food be good but staff run off their foot amenity quite basic not worth the price you pay but still a good choice to stay here to catch our cruise and not need to drive at night
154,Cooinda Lodge Kakadu,3.0,"The general overall feel and vibe of the Lodge is great.  The layout and access are good, the grounds are immaculate, and the pricing is reasonable.  Where it falls down for my mind is in the facilities, especially for food and drink.  The lodge seems to suit the caravanning crowd, but not the cabin accommodation.  There are no cooking facilities in the rooms, not even a microwave.  This then makes you have to use the Lodges meal facilities.  These are only open at certain times and is all al a carte.  Dinner and Breakfast are fine but, outside these times, you can only purchase snacks form the Shop.  There is plenty to purchase if you were camping, but not much if you cannot cook/reheat etc.  The idea of having a buffet lunch was awesome until we found out it was only for the tourist bus groups and after being rudely pushed out of the way by some seemingly very hungry individuals of said group, we gave up and fed on snacks.  It just seems to me that we are being pushed to use the bistro/bar to eat, as nothing else is available.",the general overall feel and vibe of the lodge is great the layout and access are good the grounds are immaculate and the pricing is reasonable where it falls down for my mind is in the facilities especially for food and drink the lodge seems to suit the caravanning crowd but not the cabin accommodation there are no cooking facilities in the rooms not even a microwave this then makes you have to use the lodges meal facilities these are only open at certain times and is all al a carte dinner and breakfast are fine but outside these times you can only purchase snacks form the shop there is plenty to purchase if you were camping but not much if you cannot cookreheat etc the idea of having a buffet lunch was awesome until we found out it was only for the tourist bus groups and after being rudely pushed out of the way by some seemingly very hungry individuals of said group we gave up and fed on snacks it just seems to me that we are being pushed to use the bistrobar to eat as nothing else is available,the general overall feel and vibe of the lodge be great the layout and access be good the ground be immaculate and the pricing be reasonable where it fall down for my mind be in the facility especially for food and drink the lodge seem to suit the caravanning crowd but not the cabin accommodation there be no cook facility in the room not even a microwave this then make you have to use the lodge meal facility these be only open at certain time and be all al a carte dinner and breakfast be fine but outside these time you can only purchase snack form the shop there be plenty to purchase if you be camp but not much if you can not cookreheat etc the idea of have a buffet lunch be awesome until we find out it be only for the tourist bus group and after be rudely push out of the way by some seemingly very hungry individual of say group we give up and feed on snack it just seem to me that we be be push to use the bistrobar to eat a nothing else be available
155,Cooinda Lodge Kakadu,3.0,"We stayed for a pre booked breakfast after the dawn River cruise. It was a little disappointing as the staff seemed over worked and a bit frazzled. Long queue just to get your name ticked off then given some cutlery and told to help ourselves. The foid was reasonable quality but some food was cold or had run out and wasn't replenished, so on the whole, for the price, I wouldn't recommend it.",we stayed for a pre booked breakfast after the dawn river cruise it was a little disappointing as the staff seemed over worked and a bit frazzled long queue just to get your name ticked off then given some cutlery and told to help ourselves the foid was reasonable quality but some food was cold or had run out and wasnt replenished so on the whole for the price i wouldnt recommend it,we stay for a pre book breakfast after the dawn river cruise it be a little disappointing a the staff seem over work and a bit frazzled long queue just to get your name tick off then give some cutlery and tell to help ourselves the foid be reasonable quality but some food be cold or have run out and wasnt replenish so on the whole for the price i wouldnt recommend it
156,Cooinda Lodge Kakadu,3.0,"We stayed one night in Cooinda Lodge Kakadu to take advantage of the Yellow Water Cruise and Warradja Visitor Centres. Check-in was alright and quick. We were not able to find a parking lot in the designated area, so we had to circle a few times around the property in order to find a lot which was in the opposite side and not too far away. There were many water bugs flying around in the open-air restaurant and around our property, which freaked the kids out. Room was otherwise comfortable and clean and the bed was decent. Presence of a showerhead in the bathroom instead of only a rain shower would help those who have to clean their kids up. The minimart is well stocked. Overall the prices are that of a 5 star premium accommodation and if it could be around the AUD250-280 range I think that would be more reasonable, considering no breakfast included, etc.",we stayed one night in cooinda lodge kakadu to take advantage of the yellow water cruise and warradja visitor centres checkin was alright and quick we were not able to find a parking lot in the designated area so we had to circle a few times around the property in order to find a lot which was in the opposite side and not too far away there were many water bugs flying around in the openair restaurant and around our property which freaked the kids out room was otherwise comfortable and clean and the bed was decent presence of a showerhead in the bathroom instead of only a rain shower would help those who have to clean their kids up the minimart is well stocked overall the prices are that of a star premium accommodation and if it could be around the aud range i think that would be more reasonable considering no breakfast included etc,we stay one night in cooinda lodge kakadu to take advantage of the yellow water cruise and warradja visitor centre checkin be alright and quick we be not able to find a parking lot in the designated area so we have to circle a few time around the property in order to find a lot which be in the opposite side and not too far away there be many water bug fly around in the openair restaurant and around our property which freak the kid out room be otherwise comfortable and clean and the bed be decent presence of a showerhead in the bathroom instead of only a rain shower would help those who have to clean their kid up the minimart be well stock overall the price be that of a star premium accommodation and if it could be around the aud range i think that would be more reasonable consider no breakfast include etc
157,Cooinda Lodge Kakadu,3.0,"Very expensive $95 for 22ft van ... Much preferred Jabiru. Decided to stay there so we could look at surrounding attractions... 4 out of 5 we're closed. This was in the end of June and all was dry? Went to 'happy hour'! $25 for two drinks.... Wasn't happy. Wish we hadn't bothered.
Stay in Jabiru it's way nicer and not so commercial.",very expensive for ft van much preferred jabiru decided to stay there so we could look at surrounding attractions out of were closed this was in the end of june and all was dry went to happy hour for two drinks wasnt happy wish we hadnt bothered stay in jabiru its way nicer and not so commercial,very expensive for ft van much prefer jabiru decide to stay there so we could look at surround attraction out of be close this be in the end of june and all be dry go to happy hour for two drink wasnt happy wish we hadnt bother stay in jabiru it way nicer and not so commercial
158,Cooinda Lodge Kakadu,3.0,"Shared bathroom means an amenity block for many cabins. Not locked & same access for men & woman. Unpaved paths at 2am for toilet visit, not great.",shared bathroom means an amenity block for many cabins not locked same access for men woman unpaved paths at am for toilet visit not great,share bathroom mean an amenity block for many cabin not lock same access for men woman unpaved path at be for toilet visit not great
159,Cooinda Lodge Kakadu,3.0,"Was very quite time of the year, most things were closed. Rooms were nice, though we had issues with T.V and bathroom. Food is very over priced and definitely not worth it. We end up cooking ourselves, until camp kitchen power stopped working mid breakfast cook.. no other BBQ area has cover & is hard to cook out there with all the flies.",was very quite time of the year most things were closed rooms were nice though we had issues with tv and bathroom food is very over priced and definitely not worth it we end up cooking ourselves until camp kitchen power stopped working mid breakfast cook no other bbq area has cover is hard to cook out there with all the flies,be very quite time of the year most thing be close room be nice though we have issue with tv and bathroom food be very over price and definitely not worth it we end up cook ourselves until camp kitchen power stop work mid breakfast cook no other bbq area have cover be hard to cook out there with all the fly
160,Cooinda Lodge Kakadu,3.0,"Although modern but small. Only kettle and glasses,and nothing else are provided. It is designed for guests to eat all 3 meals in their expensive restaurant.",although modern but small only kettle and glassesand nothing else are provided it is designed for guests to eat all meals in their expensive restaurant,although modern but small only kettle and glassesand nothing else be provide it be design for guest to eat all meal in their expensive restaurant
161,Cooinda Lodge Kakadu,3.0,"We loved our stay at Cooinda. Our little glamping tent was super cute, the pools were fantastic and the service at the restaurant was excellent. And our morning cruise with Chrissie and Dennis was a real highlight. But I have to agree with some of the earlier reviews on cleaning. The shower blocks were riddled with black and red mould.. the morning cleaner would literally just mop around it. The drains were all blocked too, so water was just swirling and pooling from the showers on either side.. it was really unpleasant. We didn't even want to put our toddler down to stand on the floor in there. Some deep cleaning is well overdue. And while we were staying there, one of the lodge rooms across from us sat for 2 DAYS with leftover room service food all over the outside table — burgers, chips, pizza — smashed glasses on the ground and the sliding door just sitting wide open. It was a real let down on an otherwise fantastic trip to Kakadu.",we loved our stay at cooinda our little glamping tent was super cute the pools were fantastic and the service at the restaurant was excellent and our morning cruise with chrissie and dennis was a real highlight but i have to agree with some of the earlier reviews on cleaning the shower blocks were riddled with black and red mould the morning cleaner would literally just mop around it the drains were all blocked too so water was just swirling and pooling from the showers on either side it was really unpleasant we didnt even want to put our toddler down to stand on the floor in there some deep cleaning is well overdue and while we were staying there one of the lodge rooms across from us sat for days with leftover room service food all over the outside table burgers chips pizza smashed glasses on the ground and the sliding door just sitting wide open it was a real let down on an otherwise fantastic trip to kakadu,we love our stay at cooinda our little glamping tent be super cute the pool be fantastic and the service at the restaurant be excellent and our morning cruise with chrissie and dennis be a real highlight but i have to agree with some of the early review on clean the shower block be riddle with black and red mould the morning cleaner would literally just mop around it the drain be all block too so water be just swirl and pool from the shower on either side it be really unpleasant we didnt even want to put our toddler down to stand on the floor in there some deep cleaning be well overdue and while we be stay there one of the lodge room across from u sit for day with leftover room service food all over the outside table burger chip pizza smash glass on the ground and the sliding door just sit wide open it be a real let down on an otherwise fantastic trip to kakadu
162,Cooinda Lodge Kakadu,3.0,"Overpriced even by NT standards, facilities weren’t super clean but actual clamping tent was nice and lovely location. Also super convenient for the sunrise Yellow Water cruise but better options to stay for extra nights in Kakadu.",overpriced even by nt standards facilities werent super clean but actual clamping tent was nice and lovely location also super convenient for the sunrise yellow water cruise but better options to stay for extra nights in kakadu,overprice even by nt standard facility werent super clean but actual clamping tent be nice and lovely location also super convenient for the sunrise yellow water cruise but good option to stay for extra night in kakadu
163,Cooinda Lodge Kakadu,3.0,Morning boat cruise was good but Expensive camp ground for unpowered bush sites. Day visitors can use the pool and amenities. Cheaper options down the road. 4 drinks and 2 meals for $170,morning boat cruise was good but expensive camp ground for unpowered bush sites day visitors can use the pool and amenities cheaper options down the road drinks and meals for,morning boat cruise be good but expensive camp ground for unpowered bush site day visitor can use the pool and amenity cheaper option down the road drink and meal for
164,Cooinda Lodge Kakadu,3.0,"Room as very nice but the shower was disgusting,had slimely black mould all around the base of the glass and also some on the toilet base.
After breakfast we came back to find our door wide open (which everyone sitting outside for breakfast could see straight into) and a man with very dirty wookboots stomping dirt all over the floor and bathmat......said there was a complaint about shower leaking which must have been made by previous guests. We had no idea this was going to happen and were checking out soon.....mentioned all of this at checkout and they didnt seem to care. Expected better after spending $650 for 1 night.",room as very nice but the shower was disgustinghad slimely black mould all around the base of the glass and also some on the toilet base after breakfast we came back to find our door wide open which everyone sitting outside for breakfast could see straight into and a man with very dirty wookboots stomping dirt all over the floor and bathmatsaid there was a complaint about shower leaking which must have been made by previous guests we had no idea this was going to happen and were checking out soonmentioned all of this at checkout and they didnt seem to care expected better after spending for night,room a very nice but the shower be disgustinghad slimely black mould all around the base of the glass and also some on the toilet base after breakfast we come back to find our door wide open which everyone sit outside for breakfast could see straight into and a man with very dirty wookboots stomp dirt all over the floor and bathmatsaid there be a complaint about shower leaking which must have be make by previous guest we have no idea this be go to happen and be check out soonmentioned all of this at checkout and they didnt seem to care expect well after spending for night
165,Mercure Kakadu Crocodile Hotel,3.0,The Crocodile motel is quite iconic but I felt it was way past its hay day and not up to Mecure's usual standard. I understand the pricing is reflective of the remote location and limited accommodation in the area but this was the most expensive accommodation of our whole trip and I was a little disappointed. Room was a nice size but fairly standard in other respects. Restaurant was good with decent gluten free options but they weren't listed on the menu. Staff weren't friendly or informative.,the crocodile motel is quite iconic but i felt it was way past its hay day and not up to mecures usual standard i understand the pricing is reflective of the remote location and limited accommodation in the area but this was the most expensive accommodation of our whole trip and i was a little disappointed room was a nice size but fairly standard in other respects restaurant was good with decent gluten free options but they werent listed on the menu staff werent friendly or informative,the crocodile motel be quite iconic but i felt it be way past it hay day and not up to mecures usual standard i understand the pricing be reflective of the remote location and limited accommodation in the area but this be the most expensive accommodation of our whole trip and i be a little disappointed room be a nice size but fairly standard in other respect restaurant be good with decent gluten free option but they werent list on the menu staff werent friendly or informative
166,Mercure Kakadu Crocodile Hotel,3.0,"Ideal spot to explore one of the most beautiful places in the world. Rooms are weirdly dark - the lighting doesn't cover half the room. But the main issue we encountered was service at dinner. Food was delicious, especially the kangaroo. But we waited 45 minutes for food the first night. Then the second we waited over an hour for drinks and longer for food. Bar was down a staff member but still no excuse when you see staff hanging around the bar laughing and not serving (or taking orders). I don't think we would've had anything if we hadn't flagged down staff or gone to the bar ourselves. It was annoying enough to write about.",ideal spot to explore one of the most beautiful places in the world rooms are weirdly dark the lighting doesnt cover half the room but the main issue we encountered was service at dinner food was delicious especially the kangaroo but we waited minutes for food the first night then the second we waited over an hour for drinks and longer for food bar was down a staff member but still no excuse when you see staff hanging around the bar laughing and not serving or taking orders i dont think we wouldve had anything if we hadnt flagged down staff or gone to the bar ourselves it was annoying enough to write about,ideal spot to explore one of the most beautiful place in the world room be weirdly dark the lighting doesnt cover half the room but the main issue we encounter be service at dinner food be delicious especially the kangaroo but we wait minute for food the first night then the second we wait over an hour for drink and long for food bar be down a staff member but still no excuse when you see staff hang around the bar laughing and not serve or take order i dont think we wouldve have anything if we hadnt flag down staff or go to the bar ourselves it be annoy enough to write about
167,Mercure Kakadu Crocodile Hotel,3.0,"We recently stayed at the Mercure Crocodile, Kakadu for 2 nights. From this point forward, we will refer to this as the Meh-cure.
We are a family of 3 - and Accor members - and thought that although the Meh-cure was expensive (and yes, I realise July is peak season) that this would be an ideal choice for us  as a base to explore Kakadu.
Check in was good and the reception staff were lovely but sadly, that’s about the only positive I’ve got. The ‘resort’ and is use that term loosely is tired and in desperate need of a face lift. The grounds inside near the pool are woefully in need of a refresh. The landscaping and dying plants look sad. The stairs, the handrails and the walkways all need a good clean.
The room was probably fine in 1992 but not so much now. The bathroom and ‘kitchen’ are beyond worn and dated and things like the windowsill covered in dead flies is just not what you’d expect for the room rate.
Most disappointing of all was the food option. We booked to enjoy dinner at the restaurant but sadly our best option was a $55 per head buffet as we were advised that al a Carte selections would be a 45 minute wait. The food was ok but on leaving we were advised that Sunday dinner incurs a 15% surcharge (there was a sign advising this hidden behind a pot plant). It was a bit rich to fork out $200+ for a pretty average dinner.
The Meh-cure was just pretty meh really. It’s got the potential to be great again but not sure I’d bother dropping over $1k on 2 nights any time soon.",we recently stayed at the mercure crocodile kakadu for nights from this point forward we will refer to this as the mehcure we are a family of and accor members and thought that although the mehcure was expensive and yes i realise july is peak season that this would be an ideal choice for us as a base to explore kakadu check in was good and the reception staff were lovely but sadly thats about the only positive ive got the resort and is use that term loosely is tired and in desperate need of a face lift the grounds inside near the pool are woefully in need of a refresh the landscaping and dying plants look sad the stairs the handrails and the walkways all need a good clean the room was probably fine in but not so much now the bathroom and kitchen are beyond worn and dated and things like the windowsill covered in dead flies is just not what youd expect for the room rate most disappointing of all was the food option we booked to enjoy dinner at the restaurant but sadly our best option was a per head buffet as we were advised that al a carte selections would be a minute wait the food was ok but on leaving we were advised that sunday dinner incurs a surcharge there was a sign advising this hidden behind a pot plant it was a bit rich to fork out for a pretty average dinner the mehcure was just pretty meh really its got the potential to be great again but not sure id bother dropping over k on nights any time soon,we recently stay at the mercure crocodile kakadu for night from this point forward we will refer to this a the mehcure we be a family of and accor member and think that although the mehcure be expensive and yes i realise july be peak season that this would be an ideal choice for u a a base to explore kakadu check in be good and the reception staff be lovely but sadly thats about the only positive ive get the resort and be use that term loosely be tired and in desperate need of a face lift the ground inside near the pool be woefully in need of a refresh the landscaping and die plant look sad the stair the handrail and the walkway all need a good clean the room be probably fine in but not so much now the bathroom and kitchen be beyond worn and date and thing like the windowsill cover in dead fly be just not what youd expect for the room rate most disappointing of all be the food option we book to enjoy dinner at the restaurant but sadly our best option be a per head buffet a we be advise that al a carte selection would be a minute wait the food be ok but on leave we be advise that sunday dinner incur a surcharge there be a sign advise this hidden behind a pot plant it be a bit rich to fork out for a pretty average dinner the mehcure be just pretty meh really it get the potential to be great again but not sure id bother drop over k on night any time soon
