Text,Rating,Place name,clean_text
"Because of rude and lazy service at the cafetaria. Food and drinks also overpriced, cold and bland.
There are lots of great experiences nearby, if you have to choose between them I would not spend my money and time here but go somewhere else.",1.0,Crocosaurus Cove,because of rude and lazy service at the cafetaria food and drinks also overpriced cold and bland there are lots of great experiences nearby if you have to choose between them i would not spend my money and time here but go somewhere else
"Concrete jungle of the Crocodiles. I understand they are being farmed and the bigger 1s there would be shot otherwise. However, I recommend driving 45 to Adelaide river and making the effort to see these beautiful creatures in there natural environment. Not the sort of place I want to show my kids, and to no honest, it would not Suprise me if this place gets shut down in the near future for the treatment of animals.",1.0,Crocosaurus Cove,concrete jungle of the crocodiles i understand they are being farmed and the bigger s there would be shot otherwise however i recommend driving to adelaide river and making the effort to see these beautiful creatures in there natural environment not the sort of place i want to show my kids and to no honest it would not suprise me if this place gets shut down in the near future for the treatment of animals
"Most enclosures were way too small. Some snakes couldn’t even fully stretch out. Crocodiles were in tiny, shallow tanks, and the lizards looked completely shut down — no space, no stimulation, nothing close to their natural environment.

This didn’t feel educational at all.
It felt like suffering dressed up as a tourist attraction.

If you actually care about animals, I’d strongly suggest skipping this place. I left feeling uncomfortable and sad — not impressed.",1.0,Crocosaurus Cove,most enclosures were way too small some snakes couldnt even fully stretch out crocodiles were in tiny shallow tanks and the lizards looked completely shut down no space no stimulation nothing close to their natural environment this didnt feel educational at all it felt like suffering dressed up as a tourist attraction if you actually care about animals id strongly suggest skipping this place i left feeling uncomfortable and sad not impressed
"The only star is for Zoey, who did a wonderful and very knowledgeable snake feeding and reptile presentation today.

Paid $120 for a family to enter.  No map of the location, no schedule of activities is handed out on entry. As we were leaving, we saw a juvenile croc feeding experience nobody informed us about. Otherwise, a small place with a few crocs and reptiles on display. Two of the reptiles - both monitors - were showing obvious signs of distress and were erratically glassing in their enclosures in the reptile house.

No air-conditioning throughout albeit 30 degrees outside (except for the gift shop). Kids started feeling unwell and showing signs of a heat stroke at the end of our visit. Outdated filthy toilets.",1.0,Crocosaurus Cove,the only star is for zoey who did a wonderful and very knowledgeable snake feeding and reptile presentation today paid for a family to enter no map of the location no schedule of activities is handed out on entry as we were leaving we saw a juvenile croc feeding experience nobody informed us about otherwise a small place with a few crocs and reptiles on display two of the reptiles both monitors were showing obvious signs of distress and were erratically glassing in their enclosures in the reptile house no airconditioning throughout albeit degrees outside except for the gift shop kids started feeling unwell and showing signs of a heat stroke at the end of our visit outdated filthy toilets
"Absolutely disgusting how small the crocodile enclosures are. Just a small swimming pool and a slab of concrete, and I’m sure the crocodile’s ISO’s don’t appreciate the vibrations from the bar next to the cafe, a few metres from some enclosures. While the enclosures might be “3x bigger than the legal limit” according to crocasaurus management that doesn’t mean you need to do the bare minimum for these incredible semi-aquatic reptiles. Especially when so many other zoos/aquariums do such an incredible job of showcasing the power of crocodiles without making them a sideshow. AVOID THIS PLACE AT ALL COSTS.",1.0,Crocosaurus Cove,absolutely disgusting how small the crocodile enclosures are just a small swimming pool and a slab of concrete and im sure the crocodiles isos dont appreciate the vibrations from the bar next to the cafe a few metres from some enclosures while the enclosures might be x bigger than the legal limit according to crocasaurus management that doesnt mean you need to do the bare minimum for these incredible semiaquatic reptiles especially when so many other zoosaquariums do such an incredible job of showcasing the power of crocodiles without making them a sideshow avoid this place at all costs
Very disappointing to discover on arrival that most of the Kakadu highlights are closed. It is the middle of the dry and we can't visit any waterfalls. When you buy your expensive parks pass on line you should be told that these places are closed. Should be renamed Kakadon't.,2.0,Kakadu National Park,very disappointing to discover on arrival that most of the kakadu highlights are closed it is the middle of the dry and we cant visit any waterfalls when you buy your expensive parks pass on line you should be told that these places are closed should be renamed kakadont
Very overrated Jabaroo is a hole.,2.0,Kakadu National Park,very overrated jabaroo is a hole
"Not a nice national park. Only a bit nice landscape.
After the trip, locals told me that the visit isn't worth it. I agree.",2.0,Kakadu National Park,not a nice national park only a bit nice landscape after the trip locals told me that the visit isnt worth it i agree
Did a tour with off road dreaming. Guide was good but didn't think much of the national park too expensive,2.0,Kakadu National Park,did a tour with off road dreaming guide was good but didnt think much of the national park too expensive
Spent 40 dollars for entry just to find out most things were closed. Sunset at Ubirr was amazing but apart from that it was a big disappointment and waste of money.,2.0,Kakadu National Park,spent dollars for entry just to find out most things were closed sunset at ubirr was amazing but apart from that it was a big disappointment and waste of money
"Over priced and underwhelming. Facilities were dirty. Most of the walking tacks were closed and the ranger guided walk was hopeless. Not sure where all the money goes in this place. Info centre didn't really know what basic activities were on and just refered us to the website which was incorrect.

Only plus is the rock art was amazing and really special. Still a long way to come and  a lot of money for not much. Way better parks around. Very disappointed in the whole place and it's management",2.0,Kakadu National Park,over priced and underwhelming facilities were dirty most of the walking tacks were closed and the ranger guided walk was hopeless not sure where all the money goes in this place info centre didnt really know what basic activities were on and just refered us to the website which was incorrect only plus is the rock art was amazing and really special still a long way to come and a lot of money for not much way better parks around very disappointed in the whole place and its management
"Darwin+Kakadu in December wet season is highly not recomended. 70% restraunts ""closed"", Kakadu had 3/4 of tourist destinations closed, Jim Jim falls apparently not open for ""3yrs"", best attraction in Darwin is the under ground oil tunnels used in ww2. but sorry Darwin can't drain the flooded tunnels for 3 yrs, wow, is it that difficult. The 200% daily humidity and young flies that just keep comming back to the upper nose are just too much, you cant out run them either, 1000's of them pesky flies. Even under the shade or underground car park is 34 degC. Although there were some nice rock paintings, meseums and scenic rocks and friendly people, you need to weigh up the heat+flies+lack of everything open. So may be best to try Dry season.",2.0,Kakadu National Park,darwinkakadu in december wet season is highly not recomended restraunts closed kakadu had of tourist destinations closed jim jim falls apparently not open for yrs best attraction in darwin is the under ground oil tunnels used in ww but sorry darwin cant drain the flooded tunnels for yrs wow is it that difficult the daily humidity and young flies that just keep comming back to the upper nose are just too much you cant out run them either s of them pesky flies even under the shade or underground car park is degc although there were some nice rock paintings meseums and scenic rocks and friendly people you need to weigh up the heatflieslack of everything open so may be best to try dry season
"Spent there 4 days in November 2023. not much to see, most „attractions“ where closed and in total the park is totally overrated. The service in the Cooinda lodge was rather poor compared to the prices they ask for staying there. We left one day earlier as planned. I would not recommend to go there, Georg",2.0,Kakadu National Park,spent there days in november not much to see most attractions where closed and in total the park is totally overrated the service in the cooinda lodge was rather poor compared to the prices they ask for staying there we left one day earlier as planned i would not recommend to go there georg
"Being on 2wd makes this for a forgettable experience. We went to all the sites accessible and nothing was really memorable. Aboriginal tour guide who's asking for respect for their people and culture never showed up to do the guided tour- 30 people were waiting for him. Would recommend matarenka, devils Marbles, Edith falls and other things in the area. Very expensive park passes and expensive camps for what you get.",2.0,Kakadu National Park,being on wd makes this for a forgettable experience we went to all the sites accessible and nothing was really memorable aboriginal tour guide whos asking for respect for their people and culture never showed up to do the guided tour people were waiting for him would recommend matarenka devils marbles edith falls and other things in the area very expensive park passes and expensive camps for what you get
"Huge deception.. pretty expensive for what you get, most off road tracks were closed, get the impression on being scammed as it took us only a day to visit the different places... When you sell full price entrance, we are waiting for at least a good part of the attractions opened.",2.0,Kakadu National Park,huge deception pretty expensive for what you get most off road tracks were closed get the impression on being scammed as it took us only a day to visit the different places when you sell full price entrance we are waiting for at least a good part of the attractions opened
it was pretty good but i got bit by a crocodile on my stay,2.0,Kakadu National Park,it was pretty good but i got bit by a crocodile on my stay
None of the BBQ worked toilets needed cleaning was nothing like it advertised very disappointed,2.0,Litchfield National Park,none of the bbq worked toilets needed cleaning was nothing like it advertised very disappointed
"I was disappointed that the cultural tour was led by an Argentinian backpacker, not an Aboriginie. There was not an Aboriginal Australian to be seen working on their land even they own the area. An unpowered caravan site cost $80.00 per night including the fee to enter the Aboriginal land. That is $560 per week to enter the land.",2.0,Nitmiluk (Katherine) Gorge,i was disappointed that the cultural tour was led by an argentinian backpacker not an aboriginie there was not an aboriginal australian to be seen working on their land even they own the area an unpowered caravan site cost per night including the fee to enter the aboriginal land that is per week to enter the land
"Stayed here for 3 nights in a Powered Caravan site
Caravan sites are not labeled well and is a Total cluster.
Multiple people have had issues

Power was not working the first night and was told “can’t help sorry”  even know we paid exorbitant prices for powered sites

The next night we had to ring again as the power kept tripping. They sent an electrician out after 3 phone calls no offer for refund for the first night

Washing machine and dryers are $6 each
The dryers take 3 go’s to dry anything $18 bucks!!

The park has a grocery shop. The prices are very unreasonable if they want people to come maybe they shouldn’t price gouge

Would not say here again",2.0,Cooinda Lodge Kakadu,stayed here for nights in a powered caravan site caravan sites are not labeled well and is a total cluster multiple people have had issues power was not working the first night and was told cant help sorry even know we paid exorbitant prices for powered sites the next night we had to ring again as the power kept tripping they sent an electrician out after phone calls no offer for refund for the first night washing machine and dryers are each the dryers take gos to dry anything bucks the park has a grocery shop the prices are very unreasonable if they want people to come maybe they shouldnt price gouge would not say here again
"It is a remote location and food is going to be expensive. However, the quality of meals was really disappointing considering how much money is being spent by visitors. Really poor food ordering system with no one around to explain how to place orders using the self server. At the time of visiting there were so many mosquitos with little done by the venue to mitigate that.",2.0,Cooinda Lodge Kakadu,it is a remote location and food is going to be expensive however the quality of meals was really disappointing considering how much money is being spent by visitors really poor food ordering system with no one around to explain how to place orders using the self server at the time of visiting there were so many mosquitos with little done by the venue to mitigate that
Room was lovely and cool.  Bathroom could do with a good scrub.. Meals generally overpriced however steak night was excellent.  Reception was difficult due to receptionist language barrier... Yellow Water boat tour was great. Not sure I'd recommend staying their...,2.0,Cooinda Lodge Kakadu,room was lovely and cool bathroom could do with a good scrub meals generally overpriced however steak night was excellent reception was difficult due to receptionist language barrier yellow water boat tour was great not sure id recommend staying their
Rooms are very basic and overpriced. Daily housekeeping needs improvement. The floors need to washed daily. It is not sufficient to just empty the trash and change the towels.,2.0,Cooinda Lodge Kakadu,rooms are very basic and overpriced daily housekeeping needs improvement the floors need to washed daily it is not sufficient to just empty the trash and change the towels
"""This was easily one of the worst decisions we have made. Camping in a tent turned out to be a terrible idea—the place was completely overrun with mosquitoes, making it impossible to relax. They were everywhere, and no amount of repellent seemed to help. Kids were very unhappy.

To make matters worse, the service was disappointing, and the bathroom and kitchen facilities were below expectations. Everything felt neglected and poorly maintained, which made the experience even more frustrating. Overall, it was far from the enjoyable getaway I had hoped for, and I definitely won’t be going back.""",2.0,Cooinda Lodge Kakadu,this was easily one of the worst decisions we have made camping in a tent turned out to be a terrible ideathe place was completely overrun with mosquitoes making it impossible to relax they were everywhere and no amount of repellent seemed to help kids were very unhappy to make matters worse the service was disappointing and the bathroom and kitchen facilities were below expectations everything felt neglected and poorly maintained which made the experience even more frustrating overall it was far from the enjoyable getaway i had hoped for and i definitely wont be going back
"Good spot for the yellow river cruise and a nice pool to cool off but the mosquitoes here were completely insane. Our tent filled with them when we went to bed and we spent an hour killing as many as we could. Woke up in the morning to hundreds and hundreds of mozzies on the outside of the tent. Pretty unpleasant experience and they bite through clothes.

Understand this isn’t the lodge’s fault at all but nowhere else on our NT trip was as bad and we wouldn’t come back for this reason.",2.0,Cooinda Lodge Kakadu,good spot for the yellow river cruise and a nice pool to cool off but the mosquitoes here were completely insane our tent filled with them when we went to bed and we spent an hour killing as many as we could woke up in the morning to hundreds and hundreds of mozzies on the outside of the tent pretty unpleasant experience and they bite through clothes understand this isnt the lodges fault at all but nowhere else on our nt trip was as bad and we wouldnt come back for this reason
"Be careful before booking any holiday in Kakadu. The Kakadu tourism website does not make it clear that almost everything is closed and roads are closed from about October through to May. Don't bother going until at least June or July. We were confined to Cooinda Lodge for our trip. This was extremely expensive, we only had two options for places to eat which were at the Lodge. Rooms are very basic with nowhere to sit in your room. Everything is crazy expensive and they completely rip you off.
The current group of french backpackers working there were amazing, and the food was incredible in the bar and the restaurant. The yellow water cruise at sunset was beautiful and Chrissie who took the cruise was fun and full of local knowledge. But again it was pretty expensive.
As I said, don't bother going until at least June, so you can actually go places and not be stuck spending all your time and money at the resort.",2.0,Cooinda Lodge Kakadu,be careful before booking any holiday in kakadu the kakadu tourism website does not make it clear that almost everything is closed and roads are closed from about october through to may dont bother going until at least june or july we were confined to cooinda lodge for our trip this was extremely expensive we only had two options for places to eat which were at the lodge rooms are very basic with nowhere to sit in your room everything is crazy expensive and they completely rip you off the current group of french backpackers working there were amazing and the food was incredible in the bar and the restaurant the yellow water cruise at sunset was beautiful and chrissie who took the cruise was fun and full of local knowledge but again it was pretty expensive as i said dont bother going until at least june so you can actually go places and not be stuck spending all your time and money at the resort
"The resort's location is very beautiful, close to all points of interest, including places for breakfast and dinner. The room was cozy but the terrace was small compared to others.
The room service was absolutely negative. We were forced to clean the cups, silverware, and everything else in the room; otherwise, they threatened us with a fine. I wonder how they would charge any penalties to our credit card, which they photocopied upon arrival, and in what form! In my opinion, this is not good service at all.",2.0,Mercure Kakadu Crocodile Hotel,the resorts location is very beautiful close to all points of interest including places for breakfast and dinner the room was cozy but the terrace was small compared to others the room service was absolutely negative we were forced to clean the cups silverware and everything else in the room otherwise they threatened us with a fine i wonder how they would charge any penalties to our credit card which they photocopied upon arrival and in what form in my opinion this is not good service at all
"We were looking forward to a few nights of luxury but instead we found a resort that looked like it needed some maintenance, terrible wifi and staff who didn’t seem to know their job and who weren’t very helpful.
Rooms were big but seem overpriced, and bathtub showers, which are dangerous for older people, needing an upgrade to more modern facilities.
This was a once in a lifetime visit to Kakadu, wildlife tours excellent, accommodation less than.",2.0,Mercure Kakadu Crocodile Hotel,we were looking forward to a few nights of luxury but instead we found a resort that looked like it needed some maintenance terrible wifi and staff who didnt seem to know their job and who werent very helpful rooms were big but seem overpriced and bathtub showers which are dangerous for older people needing an upgrade to more modern facilities this was a once in a lifetime visit to kakadu wildlife tours excellent accommodation less than
"The staff are kind & friendly but this is an establishment with a significant deferred maintenance problem. The rooms are grubby and rundown. Among the issues in my room alone (I didn’t venture into the outdoor areas):

- the air filter is filthy & clogged with lint (I’m sure it would contravene health regulations);
- the bathroom is tired and only superficially clean. (The bathroom should really be gutted and refitted but if there isn’t sufficient money to do that, a team of deep cleaners needs to come through the place to clean and sterilise the bathrooms from top to bottom.);
- the curtain rod has detached from the curtain, so the only way to open and close it is to grab the fabric, which adds to the grubbiness problem;
- the cushions on the lounge chairs need replacing - they have been compressed to the point that they no longer qualify as cushions;
- the fridge is old and incapable of adequate cooling (BTW, my fridge contained a water bottle with no water in it. I had to buy water from the supermarket);
- the overhead fan needs cleaning to remove the dust and lint that have accumulated, probably over years

The daily spit & polish performed by backpacker staff is obviously insufficient to deal with such issues. Nor is it an overnight fix, there is just too much to be done. What is required is a comprehensive management plan to work systematically through the deferred maintenance that has been backing up for years.

If my experience in the restaurant is anything to go by, I suspect understaffing may be partly to blame. Two or 3 pleasant but anxious young wait staff scurry about the place at buffet breakfast sittings while patrons resort to drinking hot tea out of glasses and eating cereal from plates because the cups and bowls have run out.

It pains me to record such things as I have no doubt everyone, including management, is doing their best. I suspect the fundamental problem here is declining revenue as people tighten their belts under cost of living pressures. But there’s no point gilding the lily, business as usual is no longer an option. Someone in charge needs to put their mind to the maintenance and refurbishment problem before revenue dries up completely.",2.0,Mercure Kakadu Crocodile Hotel,the staff are kind friendly but this is an establishment with a significant deferred maintenance problem the rooms are grubby and rundown among the issues in my room alone i didnt venture into the outdoor areas the air filter is filthy clogged with lint im sure it would contravene health regulations the bathroom is tired and only superficially clean the bathroom should really be gutted and refitted but if there isnt sufficient money to do that a team of deep cleaners needs to come through the place to clean and sterilise the bathrooms from top to bottom the curtain rod has detached from the curtain so the only way to open and close it is to grab the fabric which adds to the grubbiness problem the cushions on the lounge chairs need replacing they have been compressed to the point that they no longer qualify as cushions the fridge is old and incapable of adequate cooling btw my fridge contained a water bottle with no water in it i had to buy water from the supermarket the overhead fan needs cleaning to remove the dust and lint that have accumulated probably over years the daily spit polish performed by backpacker staff is obviously insufficient to deal with such issues nor is it an overnight fix there is just too much to be done what is required is a comprehensive management plan to work systematically through the deferred maintenance that has been backing up for years if my experience in the restaurant is anything to go by i suspect understaffing may be partly to blame two or pleasant but anxious young wait staff scurry about the place at buffet breakfast sittings while patrons resort to drinking hot tea out of glasses and eating cereal from plates because the cups and bowls have run out it pains me to record such things as i have no doubt everyone including management is doing their best i suspect the fundamental problem here is declining revenue as people tighten their belts under cost of living pressures but theres no point gilding the lily business as usual is no longer an option someone in charge needs to put their mind to the maintenance and refurbishment problem before revenue dries up completely
"I have traveled extensively around Australia and overseas throughout the last 30 years, and I’ve stayed in everything from 2-5 star hotels, most of which were an accurate reflection of their rating and price, and therefore offered satisfaction, however this hotel was a huge disappointment, and had I not committed to sightseeing activities for the second day of my visit, I would have cut my trip short by a day!

This hotel is 2-3 star at best; rooms are dated, poorly equipped, maintenance is lacking with the usual evidence; noisy air conditioning, cracked bathroom sink and floor tiles and an odour!

Despite my visit occurring in the wet season (low season) the prices are what you would expect to pay for a 4 star hotel in Sydney that comes with modern furnishings and quality dining.

Some of the staff were polite and professional however most of the staff were sultry and clearly unimpressed with the intrusion by guests.

Dining…..let me put a diplomatic spin on my impression…..pretentious and overpriced!

Either upgrade facilities and lift your service and dining standards or cut your prices by 50%",2.0,Mercure Kakadu Crocodile Hotel,i have traveled extensively around australia and overseas throughout the last years and ive stayed in everything from star hotels most of which were an accurate reflection of their rating and price and therefore offered satisfaction however this hotel was a huge disappointment and had i not committed to sightseeing activities for the second day of my visit i would have cut my trip short by a day this hotel is star at best rooms are dated poorly equipped maintenance is lacking with the usual evidence noisy air conditioning cracked bathroom sink and floor tiles and an odour despite my visit occurring in the wet season low season the prices are what you would expect to pay for a star hotel in sydney that comes with modern furnishings and quality dining some of the staff were polite and professional however most of the staff were sultry and clearly unimpressed with the intrusion by guests dininglet me put a diplomatic spin on my impressionpretentious and overpriced either upgrade facilities and lift your service and dining standards or cut your prices by
"We paid  $748 for 2 nights at the hotel. Cold showers for this money is a disgrace. On contacting reception we were told it was because we were in the tail of the crocodile we needed to keep the water running. So we did. 20 mins of precious water down the drain to get a luke warm at best shower.
Not just our room. All 3 we had booked were the same.
Paid $35 per head for full breakfast. But be aware that hot breakfast is only scrambled eggs, so if you don't like them, it is not worth the high price. I was silly and thought I would have choice of at least fried or poached beside the scrambled.
At $35 I expected better.",2.0,Mercure Kakadu Crocodile Hotel,we paid for nights at the hotel cold showers for this money is a disgrace on contacting reception we were told it was because we were in the tail of the crocodile we needed to keep the water running so we did mins of precious water down the drain to get a luke warm at best shower not just our room all we had booked were the same paid per head for full breakfast but be aware that hot breakfast is only scrambled eggs so if you dont like them it is not worth the high price i was silly and thought i would have choice of at least fried or poached beside the scrambled at i expected better
"The rooms are old and tired, not well cleaned. Staying at Cooinda is a much better option.",2.0,Mercure Kakadu Crocodile Hotel,the rooms are old and tired not well cleaned staying at cooinda is a much better option
"A good location and the friendly reception staff made this stay ok. We had stayed here previously seven years ago, and thought it needed updating then. However, this was not the case! Over priced restaurant for dinner with limited options. Breakfast was good. Just because it’s out of season we should still experience quality.",2.0,Mercure Kakadu Crocodile Hotel,a good location and the friendly reception staff made this stay ok we had stayed here previously seven years ago and thought it needed updating then however this was not the case over priced restaurant for dinner with limited options breakfast was good just because its out of season we should still experience quality
"5-star location and 2-star rooms and service. Guys - either fix up your rooms ... especially the bathroom, which was filthy ... or charge less. When we spoke to reception about the state of the bathroom, we were told it was 'old' - eventually, we got them to see there is a difference between old and unclean. Unfortunately, we had no option as this accommodation was part of an AAT Kings tour - but no way will we be back. The restaurant was also overpriced and substandard. We stupidly ordered pizza - yuck! Cheese, cheese, cheese, burned meat, and topping that stopped 2cm from the edge of a dry crust that looked like it had been sitting waiting for some love all day. Breakfast buffet was overpriced for a continental at $25 with Kellogg's cereals. Most of the very hardworking restaurant staff, however, were fantastic - doing a great job for administration that clearly don't care.",2.0,Mercure Kakadu Crocodile Hotel,star location and star rooms and service guys either fix up your rooms especially the bathroom which was filthy or charge less when we spoke to reception about the state of the bathroom we were told it was old eventually we got them to see there is a difference between old and unclean unfortunately we had no option as this accommodation was part of an aat kings tour but no way will we be back the restaurant was also overpriced and substandard we stupidly ordered pizza yuck cheese cheese cheese burned meat and topping that stopped cm from the edge of a dry crust that looked like it had been sitting waiting for some love all day breakfast buffet was overpriced for a continental at with kelloggs cereals most of the very hardworking restaurant staff however were fantastic doing a great job for administration that clearly dont care
"Only saving grace is the location.

The hotel is extremely tired looking and the WiFi not working because it's 'busy' isn't really acceptable given the price is hardly bargain basement. Don't get me started on the 'fridge'. I'd have better luck blowing on stuff to cool it down.

The staff are trudging around with the energy of a koala going through the motions. A series of basic mess ups around room check in and food bookings were just irritating. No sorry, just a vacant stare and an okay.

I guess they've got a monopoly on the area but guys a little bit of thought and effort wouldn't go amiss!

P.S I feel the picture summed it up nicely.",2.0,Mercure Kakadu Crocodile Hotel,only saving grace is the location the hotel is extremely tired looking and the wifi not working because its busy isnt really acceptable given the price is hardly bargain basement dont get me started on the fridge id have better luck blowing on stuff to cool it down the staff are trudging around with the energy of a koala going through the motions a series of basic mess ups around room check in and food bookings were just irritating no sorry just a vacant stare and an okay i guess theyve got a monopoly on the area but guys a little bit of thought and effort wouldnt go amiss ps i feel the picture summed it up nicely
"You’re in Kakadu - so not a lot of choices for accomodation. The place is dated, the rooms are ok size but the furnishings and amenities could seriously do with updating. The staff are mainly backpackers working to extend their visa, they nice and friendly but generally they’re not here for job. So, would I recommend - it’s fine if you doing a night or two on a Kakadu tour.",2.0,Mercure Kakadu Crocodile Hotel,youre in kakadu so not a lot of choices for accomodation the place is dated the rooms are ok size but the furnishings and amenities could seriously do with updating the staff are mainly backpackers working to extend their visa they nice and friendly but generally theyre not here for job so would i recommend its fine if you doing a night or two on a kakadu tour
"The room was average, it could use an update. The lobby and restaurant give the allure of a high quality hotel, but the room did not equate. The fridge didn’t work properly, it kept food ‘cool’ but not cold. My biggest issue was the lack of wifi although advertised as having such. I was told it was because it was busy and too many people were accessing. This made sense however this should be remedied by improving wifi situation. I did not have cell service in Kakadu so wifi was important for communicating with my family.
The staff were friendly and helpful for the most part!
The location is convenient if you need to hit the road back to Darwin early in the morning!",2.0,Mercure Kakadu Crocodile Hotel,the room was average it could use an update the lobby and restaurant give the allure of a high quality hotel but the room did not equate the fridge didnt work properly it kept food cool but not cold my biggest issue was the lack of wifi although advertised as having such i was told it was because it was busy and too many people were accessing this made sense however this should be remedied by improving wifi situation i did not have cell service in kakadu so wifi was important for communicating with my family the staff were friendly and helpful for the most part the location is convenient if you need to hit the road back to darwin early in the morning
"Stayed for 5 nights. The room is never made up before 330pm - ""there aren't enough staff"" was the excuse
The key to my room didn't work - after dinner. waited and waited. went back to reception and finally one of the managers came to ""change the battery"" in the door and told me it wasn't his problem he was just one of the ""workers""

it s great location but a 2 star hotel at best
would recommend staying up in the CBD along the esplanade",2.0,Mindil Beach Casino Resort,stayed for nights the room is never made up before pm there arent enough staff was the excuse the key to my room didnt work after dinner waited and waited went back to reception and finally one of the managers came to change the battery in the door and told me it wasnt his problem he was just one of the workers it s great location but a star hotel at best would recommend staying up in the cbd along the esplanade
"Room was very basic and dated. The bathroom was not clean, grout black, shower within the bathtub that was more grey than white (old and worn) and yellow stained frame on the inside shower. Not five stars as claimed!",2.0,Mindil Beach Casino Resort,room was very basic and dated the bathroom was not clean grout black shower within the bathtub that was more grey than white old and worn and yellow stained frame on the inside shower not five stars as claimed
"The hotel room we stayed in was a  terrible state. The patio door glass wasn't even in the frame properly. Bathroom was tired and barely clean.
Very tired building indeed. The whole place felt like a landlocked cruise ship. Service here was ordinary at best and on several occasions encountered rude staff. Location and setting was ok but unless your a gambler or want easy access to the market I'd be looking elsewhere to stop at.",2.0,Mindil Beach Casino Resort,the hotel room we stayed in was a terrible state the patio door glass wasnt even in the frame properly bathroom was tired and barely clean very tired building indeed the whole place felt like a landlocked cruise ship service here was ordinary at best and on several occasions encountered rude staff location and setting was ok but unless your a gambler or want easy access to the market id be looking elsewhere to stop at
"I’m extremely disappointed with our recent stay in the Lagoon King Room on Friday, 21st March 2025. What should have been a relaxing family getaway to celebrate my birthday turned into a stressful and frustrating experience due to excessive noise from the neighbouring room. Between 9:00 PM and 6:00 AM, we were kept awake by loud arguments, swearing, fighting, and people constantly entering and exiting the room, with the door slamming repeatedly.
We reported the issue to reception during the night and again upon checkout, but all we received was an apology with no further resolution. For a hotel charging $550 for one night, I expected a much higher level of service and comfort. The lack of any compensation or effort to make things right was very disappointing.
Given the high cost of our stay, we feel that this experience did not reflect the standard of quality one would expect from a 5-star hotel. We had hoped for a peaceful, enjoyable stay, but instead were left with frustration and dissatisfaction.
I’m sharing this review so that others can be aware of the potential for a poor experience, even at this price point.",2.0,Mindil Beach Casino Resort,im extremely disappointed with our recent stay in the lagoon king room on friday st march what should have been a relaxing family getaway to celebrate my birthday turned into a stressful and frustrating experience due to excessive noise from the neighbouring room between pm and am we were kept awake by loud arguments swearing fighting and people constantly entering and exiting the room with the door slamming repeatedly we reported the issue to reception during the night and again upon checkout but all we received was an apology with no further resolution for a hotel charging for one night i expected a much higher level of service and comfort the lack of any compensation or effort to make things right was very disappointing given the high cost of our stay we feel that this experience did not reflect the standard of quality one would expect from a star hotel we had hoped for a peaceful enjoyable stay but instead were left with frustration and dissatisfaction im sharing this review so that others can be aware of the potential for a poor experience even at this price point
"Great location, shockingly bad uncomfortable beds on both occasions recently staying there. When contacting them via booking.com (where i booked it) got a generic automated response.",2.0,Mindil Beach Casino Resort,great location shockingly bad uncomfortable beds on both occasions recently staying there when contacting them via bookingcom where i booked it got a generic automated response
Over priced rooms definitely not worth the exclusive price tag. Service was very average. At $530 a night for a standard king room with a tiny balconyoverlooking a footpath I could have gotten a better room for less than half the price and a car park in the hotel car park (yes for that price I had to park elsewhere!). Only giving two stars cause the lagoon pool is nice....don't get yourself ripped off here it's not worth it!,2.0,Mindil Beach Casino Resort,over priced rooms definitely not worth the exclusive price tag service was very average at a night for a standard king room with a tiny balconyoverlooking a footpath i could have gotten a better room for less than half the price and a car park in the hotel car park yes for that price i had to park elsewhere only giving two stars cause the lagoon pool is nicedont get yourself ripped off here its not worth it
"Couldn't be more disappointed with our stay, the resort room are tired and not well appointed. Carpets are disgustingly dirty, tv damaged, dirty dishes left from previously guests and this was after the room was serviced and hour and a half later than check in time. The towels are so old that they are frayed and some have holes, our sheets were stained and appeared unclean. The fan in our room was so noisy it was unusable and the air-conditioning couldn't be set below 21 degress and would periodcially turn off, leaving our room uncomfortable. Ordering food is impossible if you have any intolerances or allergies, as they chefs will not guarantee any dish to be safe. Expected so much more given our previous stays and the pricepoint. This being said the reception staff were friendly and welcoming, they listened to our feedback and assured us they would action what they could. The location on mindil beach is fantastic, watching the sunset and storms roll through is always amazing.",2.0,Mindil Beach Casino Resort,couldnt be more disappointed with our stay the resort room are tired and not well appointed carpets are disgustingly dirty tv damaged dirty dishes left from previously guests and this was after the room was serviced and hour and a half later than check in time the towels are so old that they are frayed and some have holes our sheets were stained and appeared unclean the fan in our room was so noisy it was unusable and the airconditioning couldnt be set below degress and would periodcially turn off leaving our room uncomfortable ordering food is impossible if you have any intolerances or allergies as they chefs will not guarantee any dish to be safe expected so much more given our previous stays and the pricepoint this being said the reception staff were friendly and welcoming they listened to our feedback and assured us they would action what they could the location on mindil beach is fantastic watching the sunset and storms roll through is always amazing
"Staff were very undertrained, food was average, especially for the astronomical price - lacked atmosphere.",2.0,Mindil Beach Casino Resort,staff were very undertrained food was average especially for the astronomical price lacked atmosphere
"This review is based on the hotel - absolutely not a 5 star hotel/resort. Rooms are very basic. You can hear everything from the rooms above and beside you. Had to call to have my room cleaned, trays from room service left in the halls all day. Service was friendly and the pools are nice, but definitely not to resort standards.",2.0,Mindil Beach Casino Resort,this review is based on the hotel absolutely not a star hotelresort rooms are very basic you can hear everything from the rooms above and beside you had to call to have my room cleaned trays from room service left in the halls all day service was friendly and the pools are nice but definitely not to resort standards
